"ID State","State","ID Year","Year","Population","Slug State"
"04000US01","Alabama","2019","2019","4876250","alabama"
"04000US02","Alaska","2019","2019","737068","alaska"
"04000US04","Arizona","2019","2019","7050299","arizona"
"04000US05","Arkansas","2019","2019","2999370","arkansas"
"04000US06","California","2019","2019","39283497","california"
"04000US08","Colorado","2019","2019","5610349","colorado"
"04000US09","Connecticut","2019","2019","3575074","connecticut"
"04000US10","Delaware","2019","2019","957248","delaware"
"04000US11","District of Columbia","2019","2019","692683","district-of-columbia"
"04000US12","Florida","2019","2019","20901636","florida"
"04000US13","Georgia","2019","2019","10403847","georgia"
"04000US15","Hawaii","2019","2019","1422094","hawaii"
"04000US16","Idaho","2019","2019","1717750","idaho"
"04000US17","Illinois","2019","2019","12770631","illinois"
"04000US18","Indiana","2019","2019","6665703","indiana"
"04000US19","Iowa","2019","2019","3139508","iowa"
"04000US20","Kansas","2019","2019","2910652","kansas"
"04000US21","Kentucky","2019","2019","4449052","kentucky"
"04000US22","Louisiana","2019","2019","4664362","louisiana"
"04000US23","Maine","2019","2019","1335492","maine"
"04000US24","Maryland","2019","2019","6018848","maryland"
"04000US25","Massachusetts","2019","2019","6850553","massachusetts"
"04000US26","Michigan","2019","2019","9965265","michigan"
"04000US27","Minnesota","2019","2019","5563378","minnesota"
"04000US28","Mississippi","2019","2019","2984418","mississippi"
"04000US29","Missouri","2019","2019","6104910","missouri"
"04000US30","Montana","2019","2019","1050649","montana"
"04000US31","Nebraska","2019","2019","1914571","nebraska"
"04000US32","Nevada","2019","2019","2972382","nevada"
"04000US33","New Hampshire","2019","2019","1348124","new-hampshire"
"04000US34","New Jersey","2019","2019","8878503","new-jersey"
"04000US35","New Mexico","2019","2019","2092454","new-mexico"
"04000US36","New York","2019","2019","19572319","new-york"
"04000US37","North Carolina","2019","2019","10264876","north-carolina"
"04000US38","North Dakota","2019","2019","756717","north-dakota"
"04000US39","Ohio","2019","2019","11655397","ohio"
"04000US40","Oklahoma","2019","2019","3932870","oklahoma"
"04000US41","Oregon","2019","2019","4129803","oregon"
"04000US42","Pennsylvania","2019","2019","12791530","pennsylvania"
"04000US44","Rhode Island","2019","2019","1057231","rhode-island"
"04000US45","South Carolina","2019","2019","5020806","south-carolina"
"04000US46","South Dakota","2019","2019","870638","south-dakota"
"04000US47","Tennessee","2019","2019","6709356","tennessee"
"04000US48","Texas","2019","2019","28260856","texas"
"04000US49","Utah","2019","2019","3096848","utah"
"04000US50","Vermont","2019","2019","624313","vermont"
"04000US51","Virginia","2019","2019","8454463","virginia"
"04000US53","Washington","2019","2019","7404107","washington"
"04000US54","West Virginia","2019","2019","1817305","west-virginia"
"04000US55","Wisconsin","2019","2019","5790716","wisconsin"
"04000US56","Wyoming","2019","2019","581024","wyoming"
"04000US72","Puerto Rico","2019","2019","3318447","puerto-rico"
"04000US01","Alabama","2018","2018","4864680","alabama"
"04000US02","Alaska","2018","2018","738516","alaska"
"04000US04","Arizona","2018","2018","6946685","arizona"
"04000US05","Arkansas","2018","2018","2990671","arkansas"
"04000US06","California","2018","2018","39148760","california"
"04000US08","Colorado","2018","2018","5531141","colorado"
"04000US09","Connecticut","2018","2018","3581504","connecticut"
"04000US10","Delaware","2018","2018","949495","delaware"
"04000US11","District of Columbia","2018","2018","684498","district-of-columbia"
"04000US12","Florida","2018","2018","20598139","florida"
"04000US13","Georgia","2018","2018","10297484","georgia"
"04000US15","Hawaii","2018","2018","1422029","hawaii"
"04000US16","Idaho","2018","2018","1687809","idaho"
"04000US17","Illinois","2018","2018","12821497","illinois"
"04000US18","Indiana","2018","2018","6637426","indiana"
"04000US19","Iowa","2018","2018","3132499","iowa"
"04000US20","Kansas","2018","2018","2908776","kansas"
"04000US21","Kentucky","2018","2018","4440204","kentucky"
"04000US22","Louisiana","2018","2018","4663616","louisiana"
"04000US23","Maine","2018","2018","1332813","maine"
"04000US24","Maryland","2018","2018","6003435","maryland"
"04000US25","Massachusetts","2018","2018","6830193","massachusetts"
"04000US26","Michigan","2018","2018","9957488","michigan"
"04000US27","Minnesota","2018","2018","5527358","minnesota"
"04000US28","Mississippi","2018","2018","2988762","mississippi"
"04000US29","Missouri","2018","2018","6090062","missouri"
"04000US30","Montana","2018","2018","1041732","montana"
"04000US31","Nebraska","2018","2018","1904760","nebraska"
"04000US32","Nevada","2018","2018","2922849","nevada"
"04000US33","New Hampshire","2018","2018","1343622","new-hampshire"
"04000US34","New Jersey","2018","2018","8881845","new-jersey"
"04000US35","New Mexico","2018","2018","2092434","new-mexico"
"04000US36","New York","2018","2018","19618453","new-york"
"04000US37","North Carolina","2018","2018","10155624","north-carolina"
"04000US38","North Dakota","2018","2018","752201","north-dakota"
"04000US39","Ohio","2018","2018","11641879","ohio"
"04000US40","Oklahoma","2018","2018","3918137","oklahoma"
"04000US41","Oregon","2018","2018","4081943","oregon"
"04000US42","Pennsylvania","2018","2018","12791181","pennsylvania"
"04000US44","Rhode Island","2018","2018","1056611","rhode-island"
"04000US45","South Carolina","2018","2018","4955925","south-carolina"
"04000US46","South Dakota","2018","2018","864289","south-dakota"
"04000US47","Tennessee","2018","2018","6651089","tennessee"
"04000US48","Texas","2018","2018","27885195","texas"
"04000US49","Utah","2018","2018","3045350","utah"
"04000US50","Vermont","2018","2018","624977","vermont"
"04000US51","Virginia","2018","2018","8413774","virginia"
"04000US53","Washington","2018","2018","7294336","washington"
"04000US54","West Virginia","2018","2018","1829054","west-virginia"
"04000US55","Wisconsin","2018","2018","5778394","wisconsin"
"04000US56","Wyoming","2018","2018","581836","wyoming"
"04000US72","Puerto Rico","2018","2018","3386941","puerto-rico"
"04000US01","Alabama","2017","2017","4850771","alabama"
"04000US02","Alaska","2017","2017","738565","alaska"
"04000US04","Arizona","2017","2017","6809946","arizona"
"04000US05","Arkansas","2017","2017","2977944","arkansas"
"04000US06","California","2017","2017","38982847","california"
"04000US08","Colorado","2017","2017","5436519","colorado"
"04000US09","Connecticut","2017","2017","3594478","connecticut"
"04000US10","Delaware","2017","2017","943732","delaware"
"04000US11","District of Columbia","2017","2017","672391","district-of-columbia"
"04000US12","Florida","2017","2017","20278447","florida"
"04000US13","Georgia","2017","2017","10201635","georgia"
"04000US15","Hawaii","2017","2017","1421658","hawaii"
"04000US16","Idaho","2017","2017","1657375","idaho"
"04000US17","Illinois","2017","2017","12854526","illinois"
"04000US18","Indiana","2017","2017","6614418","indiana"
"04000US19","Iowa","2017","2017","3118102","iowa"
"04000US20","Kansas","2017","2017","2903820","kansas"
"04000US21","Kentucky","2017","2017","4424376","kentucky"
"04000US22","Louisiana","2017","2017","4663461","louisiana"
"04000US23","Maine","2017","2017","1330158","maine"
"04000US24","Maryland","2017","2017","5996079","maryland"
"04000US25","Massachusetts","2017","2017","6789319","massachusetts"
"04000US26","Michigan","2017","2017","9925568","michigan"
"04000US27","Minnesota","2017","2017","5490726","minnesota"
"04000US28","Mississippi","2017","2017","2986220","mississippi"
"04000US29","Missouri","2017","2017","6075300","missouri"
"04000US30","Montana","2017","2017","1029862","montana"
"04000US31","Nebraska","2017","2017","1893921","nebraska"
"04000US32","Nevada","2017","2017","2887725","nevada"
"04000US33","New Hampshire","2017","2017","1331848","new-hampshire"
"04000US34","New Jersey","2017","2017","8960161","new-jersey"
"04000US35","New Mexico","2017","2017","2084828","new-mexico"
"04000US36","New York","2017","2017","19798228","new-york"
"04000US37","North Carolina","2017","2017","10052564","north-carolina"
"04000US38","North Dakota","2017","2017","745475","north-dakota"
"04000US39","Ohio","2017","2017","11609756","ohio"
"04000US40","Oklahoma","2017","2017","3896251","oklahoma"
"04000US41","Oregon","2017","2017","4025127","oregon"
"04000US42","Pennsylvania","2017","2017","12790505","pennsylvania"
"04000US44","Rhode Island","2017","2017","1056138","rhode-island"
"04000US45","South Carolina","2017","2017","4893444","south-carolina"
"04000US46","South Dakota","2017","2017","855444","south-dakota"
"04000US47","Tennessee","2017","2017","6597381","tennessee"
"04000US48","Texas","2017","2017","27419612","texas"
"04000US49","Utah","2017","2017","2993941","utah"
"04000US50","Vermont","2017","2017","624636","vermont"
"04000US51","Virginia","2017","2017","8365952","virginia"
"04000US53","Washington","2017","2017","7169967","washington"
"04000US54","West Virginia","2017","2017","1836843","west-virginia"
"04000US55","Wisconsin","2017","2017","5763217","wisconsin"
"04000US56","Wyoming","2017","2017","583200","wyoming"
"04000US72","Puerto Rico","2017","2017","3468963","puerto-rico"
"04000US01","Alabama","2016","2016","4841164","alabama"
"04000US02","Alaska","2016","2016","736855","alaska"
"04000US04","Arizona","2016","2016","6728577","arizona"
"04000US05","Arkansas","2016","2016","2968472","arkansas"
"04000US06","California","2016","2016","38654206","california"
"04000US08","Colorado","2016","2016","5359295","colorado"
"04000US09","Connecticut","2016","2016","3588570","connecticut"
"04000US10","Delaware","2016","2016","934695","delaware"
"04000US11","District of Columbia","2016","2016","659009","district-of-columbia"
"04000US12","Florida","2016","2016","19934451","florida"
"04000US13","Georgia","2016","2016","10099320","georgia"
"04000US15","Hawaii","2016","2016","1413673","hawaii"
"04000US16","Idaho","2016","2016","1635483","idaho"
"04000US17","Illinois","2016","2016","12851684","illinois"
"04000US18","Indiana","2016","2016","6589578","indiana"
"04000US19","Iowa","2016","2016","3106589","iowa"
"04000US20","Kansas","2016","2016","2898292","kansas"
"04000US21","Kentucky","2016","2016","4411989","kentucky"
"04000US22","Louisiana","2016","2016","4645670","louisiana"
"04000US23","Maine","2016","2016","1329923","maine"
"04000US24","Maryland","2016","2016","5959902","maryland"
"04000US25","Massachusetts","2016","2016","6742143","massachusetts"
"04000US26","Michigan","2016","2016","9909600","michigan"
"04000US27","Minnesota","2016","2016","5450868","minnesota"
"04000US28","Mississippi","2016","2016","2989192","mississippi"
"04000US29","Missouri","2016","2016","6059651","missouri"
"04000US30","Montana","2016","2016","1023391","montana"
"04000US31","Nebraska","2016","2016","1881259","nebraska"
"04000US32","Nevada","2016","2016","2839172","nevada"
"04000US33","New Hampshire","2016","2016","1327503","new-hampshire"
"04000US34","New Jersey","2016","2016","8915456","new-jersey"
"04000US35","New Mexico","2016","2016","2082669","new-mexico"
"04000US36","New York","2016","2016","19697457","new-york"
"04000US37","North Carolina","2016","2016","9940828","north-carolina"
"04000US38","North Dakota","2016","2016","736162","north-dakota"
"04000US39","Ohio","2016","2016","11586941","ohio"
"04000US40","Oklahoma","2016","2016","3875589","oklahoma"
"04000US41","Oregon","2016","2016","3982267","oregon"
"04000US42","Pennsylvania","2016","2016","12783977","pennsylvania"
"04000US44","Rhode Island","2016","2016","1054491","rhode-island"
"04000US45","South Carolina","2016","2016","4834605","south-carolina"
"04000US46","South Dakota","2016","2016","851058","south-dakota"
"04000US47","Tennessee","2016","2016","6548009","tennessee"
"04000US48","Texas","2016","2016","26956435","texas"
"04000US49","Utah","2016","2016","2948427","utah"
"04000US50","Vermont","2016","2016","626249","vermont"
"04000US51","Virginia","2016","2016","8310301","virginia"
"04000US53","Washington","2016","2016","7073146","washington"
"04000US54","West Virginia","2016","2016","1846092","west-virginia"
"04000US55","Wisconsin","2016","2016","5754798","wisconsin"
"04000US56","Wyoming","2016","2016","583029","wyoming"
"04000US72","Puerto Rico","2016","2016","3529385","puerto-rico"
"04000US01","Alabama","2015","2015","4830620","alabama"
"04000US02","Alaska","2015","2015","733375","alaska"
"04000US04","Arizona","2015","2015","6641928","arizona"
"04000US05","Arkansas","2015","2015","2958208","arkansas"
"04000US06","California","2015","2015","38421464","california"
"04000US08","Colorado","2015","2015","5278906","colorado"
"04000US09","Connecticut","2015","2015","3593222","connecticut"
"04000US10","Delaware","2015","2015","926454","delaware"
"04000US11","District of Columbia","2015","2015","647484","district-of-columbia"
"04000US12","Florida","2015","2015","19645772","florida"
"04000US13","Georgia","2015","2015","10006693","georgia"
"04000US15","Hawaii","2015","2015","1406299","hawaii"
"04000US16","Idaho","2015","2015","1616547","idaho"
"04000US17","Illinois","2015","2015","12873761","illinois"
"04000US18","Indiana","2015","2015","6568645","indiana"
"04000US19","Iowa","2015","2015","3093526","iowa"
"04000US20","Kansas","2015","2015","2892987","kansas"
"04000US21","Kentucky","2015","2015","4397353","kentucky"
"04000US22","Louisiana","2015","2015","4625253","louisiana"
"04000US23","Maine","2015","2015","1329100","maine"
"04000US24","Maryland","2015","2015","5930538","maryland"
"04000US25","Massachusetts","2015","2015","6705586","massachusetts"
"04000US26","Michigan","2015","2015","9900571","michigan"
"04000US27","Minnesota","2015","2015","5419171","minnesota"
"04000US28","Mississippi","2015","2015","2988081","mississippi"
"04000US29","Missouri","2015","2015","6045448","missouri"
"04000US30","Montana","2015","2015","1014699","montana"
"04000US31","Nebraska","2015","2015","1869365","nebraska"
"04000US32","Nevada","2015","2015","2798636","nevada"
"04000US33","New Hampshire","2015","2015","1324201","new-hampshire"
"04000US34","New Jersey","2015","2015","8904413","new-jersey"
"04000US35","New Mexico","2015","2015","2084117","new-mexico"
"04000US36","New York","2015","2015","19673174","new-york"
"04000US37","North Carolina","2015","2015","9845333","north-carolina"
"04000US38","North Dakota","2015","2015","721640","north-dakota"
"04000US39","Ohio","2015","2015","11575977","ohio"
"04000US40","Oklahoma","2015","2015","3849733","oklahoma"
"04000US41","Oregon","2015","2015","3939233","oregon"
"04000US42","Pennsylvania","2015","2015","12779559","pennsylvania"
"04000US44","Rhode Island","2015","2015","1053661","rhode-island"
"04000US45","South Carolina","2015","2015","4777576","south-carolina"
"04000US46","South Dakota","2015","2015","843190","south-dakota"
"04000US47","Tennessee","2015","2015","6499615","tennessee"
"04000US48","Texas","2015","2015","26538614","texas"
"04000US49","Utah","2015","2015","2903379","utah"
"04000US50","Vermont","2015","2015","626604","vermont"
"04000US51","Virginia","2015","2015","8256630","virginia"
"04000US53","Washington","2015","2015","6985464","washington"
"04000US54","West Virginia","2015","2015","1851420","west-virginia"
"04000US55","Wisconsin","2015","2015","5742117","wisconsin"
"04000US56","Wyoming","2015","2015","579679","wyoming"
"04000US72","Puerto Rico","2015","2015","3583073","puerto-rico"
"04000US01","Alabama","2014","2014","4817678","alabama"
"04000US02","Alaska","2014","2014","728300","alaska"
"04000US04","Arizona","2014","2014","6561516","arizona"
"04000US05","Arkansas","2014","2014","2947036","arkansas"
"04000US06","California","2014","2014","38066920","california"
"04000US08","Colorado","2014","2014","5197580","colorado"
"04000US09","Connecticut","2014","2014","3592053","connecticut"
"04000US10","Delaware","2014","2014","917060","delaware"
"04000US11","District of Columbia","2014","2014","633736","district-of-columbia"
"04000US12","Florida","2014","2014","19361792","florida"
"04000US13","Georgia","2014","2014","9907756","georgia"
"04000US15","Hawaii","2014","2014","1392704","hawaii"
"04000US16","Idaho","2014","2014","1599464","idaho"
"04000US17","Illinois","2014","2014","12868747","illinois"
"04000US18","Indiana","2014","2014","6542411","indiana"
"04000US19","Iowa","2014","2014","3078116","iowa"
"04000US20","Kansas","2014","2014","2882946","kansas"
"04000US21","Kentucky","2014","2014","4383272","kentucky"
"04000US22","Louisiana","2014","2014","4601049","louisiana"
"04000US23","Maine","2014","2014","1328535","maine"
"04000US24","Maryland","2014","2014","5887776","maryland"
"04000US25","Massachusetts","2014","2014","6657291","massachusetts"
"04000US26","Michigan","2014","2014","9889024","michigan"
"04000US27","Minnesota","2014","2014","5383661","minnesota"
"04000US28","Mississippi","2014","2014","2984345","mississippi"
"04000US29","Missouri","2014","2014","6028076","missouri"
"04000US30","Montana","2014","2014","1006370","montana"
"04000US31","Nebraska","2014","2014","1855617","nebraska"
"04000US32","Nevada","2014","2014","2761584","nevada"
"04000US33","New Hampshire","2014","2014","1321069","new-hampshire"
"04000US34","New Jersey","2014","2014","8874374","new-jersey"
"04000US35","New Mexico","2014","2014","2080085","new-mexico"
"04000US36","New York","2014","2014","19594330","new-york"
"04000US37","North Carolina","2014","2014","9750405","north-carolina"
"04000US38","North Dakota","2014","2014","704925","north-dakota"
"04000US39","Ohio","2014","2014","11560380","ohio"
"04000US40","Oklahoma","2014","2014","3818851","oklahoma"
"04000US41","Oregon","2014","2014","3900343","oregon"
"04000US42","Pennsylvania","2014","2014","12758729","pennsylvania"
"04000US44","Rhode Island","2014","2014","1053252","rhode-island"
"04000US45","South Carolina","2014","2014","4727273","south-carolina"
"04000US46","South Dakota","2014","2014","834708","south-dakota"
"04000US47","Tennessee","2014","2014","6451365","tennessee"
"04000US48","Texas","2014","2014","26092033","texas"
"04000US49","Utah","2014","2014","2858111","utah"
"04000US50","Vermont","2014","2014","626358","vermont"
"04000US51","Virginia","2014","2014","8185131","virginia"
"04000US53","Washington","2014","2014","6899123","washington"
"04000US54","West Virginia","2014","2014","1853881","west-virginia"
"04000US55","Wisconsin","2014","2014","5724692","wisconsin"
"04000US56","Wyoming","2014","2014","575251","wyoming"
"04000US72","Puerto Rico","2014","2014","3638965","puerto-rico"
"04000US01","Alabama","2013","2013","4799277","alabama"
"04000US02","Alaska","2013","2013","720316","alaska"
"04000US04","Arizona","2013","2013","6479703","arizona"
"04000US05","Arkansas","2013","2013","2933369","arkansas"
"04000US06","California","2013","2013","37659181","california"
"04000US08","Colorado","2013","2013","5119329","colorado"
"04000US09","Connecticut","2013","2013","3583561","connecticut"
"04000US10","Delaware","2013","2013","908446","delaware"
"04000US11","District of Columbia","2013","2013","619371","district-of-columbia"
"04000US12","Florida","2013","2013","19091156","florida"
"04000US13","Georgia","2013","2013","9810417","georgia"
"04000US15","Hawaii","2013","2013","1376298","hawaii"
"04000US16","Idaho","2013","2013","1583364","idaho"
"04000US17","Illinois","2013","2013","12848554","illinois"
"04000US18","Indiana","2013","2013","6514861","indiana"
"04000US19","Iowa","2013","2013","3062553","iowa"
"04000US20","Kansas","2013","2013","2868107","kansas"
"04000US21","Kentucky","2013","2013","4361333","kentucky"
"04000US22","Louisiana","2013","2013","4567968","louisiana"
"04000US23","Maine","2013","2013","1328320","maine"
"04000US24","Maryland","2013","2013","5834299","maryland"
"04000US25","Massachusetts","2013","2013","6605058","massachusetts"
"04000US26","Michigan","2013","2013","9886095","michigan"
"04000US27","Minnesota","2013","2013","5347740","minnesota"
"04000US28","Mississippi","2013","2013","2976872","mississippi"
"04000US29","Missouri","2013","2013","6007182","missouri"
"04000US30","Montana","2013","2013","998554","montana"
"04000US31","Nebraska","2013","2013","1841625","nebraska"
"04000US32","Nevada","2013","2013","2730066","nevada"
"04000US33","New Hampshire","2013","2013","1319171","new-hampshire"
"04000US34","New Jersey","2013","2013","8832406","new-jersey"
"04000US35","New Mexico","2013","2013","2069706","new-mexico"
"04000US36","New York","2013","2013","19487053","new-york"
"04000US37","North Carolina","2013","2013","9651380","north-carolina"
"04000US38","North Dakota","2013","2013","689781","north-dakota"
"04000US39","Ohio","2013","2013","11549590","ohio"
"04000US40","Oklahoma","2013","2013","3785742","oklahoma"
"04000US41","Oregon","2013","2013","3868721","oregon"
"04000US42","Pennsylvania","2013","2013","12731381","pennsylvania"
"04000US44","Rhode Island","2013","2013","1051695","rhode-island"
"04000US45","South Carolina","2013","2013","4679602","south-carolina"
"04000US46","South Dakota","2013","2013","825198","south-dakota"
"04000US47","Tennessee","2013","2013","6402387","tennessee"
"04000US48","Texas","2013","2013","25639373","texas"
"04000US49","Utah","2013","2013","2813673","utah"
"04000US50","Vermont","2013","2013","625904","vermont"
"04000US51","Virginia","2013","2013","8100653","virginia"
"04000US53","Washington","2013","2013","6819579","washington"
"04000US54","West Virginia","2013","2013","1853619","west-virginia"
"04000US55","Wisconsin","2013","2013","5706871","wisconsin"
"04000US56","Wyoming","2013","2013","570134","wyoming"
"04000US72","Puerto Rico","2013","2013","3682966","puerto-rico"
